chinese,english,targetWords,audioSentenceFilename,audioEnglishFilename,tags,difficulty
我看见父。,I see a father.,父,audio/sentences/我看见父。.mp3,audio/sentence_meanings/I-see-a-father.mp3,LMS;clip-pack,2
我看见犹太人。,I see a h person.,犹太人,audio/sentences/我看见犹太人。.mp3,audio/sentence_meanings/I-see-a-h-person.mp3,LMS;clip-pack,2
我看见不是。,I see an is not.,不是,audio/sentences/我看见不是。.mp3,audio/sentence_meanings/I-see-an-is-not.mp3,LMS;clip-pack,2
我看见在一起。,I see a together.,在一起,audio/sentences/我看见在一起。.mp3,audio/sentence_meanings/I-see-a-together.mp3,LMS;clip-pack,2
我看见一个人。,I see an one person.,一个人,audio/sentences/我看见一个人。.mp3,audio/sentence_meanings/I-see-an-one-person.mp3,LMS;clip-pack,2
我看见西门。,I see a west gate.,西门,audio/sentences/我看见西门。.mp3,audio/sentence_meanings/I-see-a-west-gate.mp3,LMS;clip-pack,2
我看见那时候。,I see an at that time.,那时候,audio/sentences/我看见那时候。.mp3,audio/sentence_meanings/I-see-an-at-that-time.mp3,LMS;clip-pack,2
我看见日。,I see a day.,日,audio/sentences/我看见日。.mp3,audio/sentence_meanings/I-see-a-day.mp3,LMS;clip-pack,2
我看见十二。,I see a twelve.,十二,audio/sentences/我看见十二。.mp3,audio/sentence_meanings/I-see-a-twelve.mp3,LMS;clip-pack,2
我看见第二天。,I see the next day.,第二天,audio/sentences/我看见第二天。.mp3,audio/sentence_meanings/I-see-the-next-day.mp3,LMS;clip-pack,2
我看见一定要。,I see a must.,一定要,audio/sentences/我看见一定要。.mp3,audio/sentence_meanings/I-see-a-must.mp3,LMS;clip-pack,2
我看见过节。,I see to celebrate a festival.,过节,audio/sentences/我看见过节。.mp3,audio/sentence_meanings/I-see-to-celebrate-a-festival.mp3,LMS;clip-pack,2
我看见后来。,I see an after that.,后来,audio/sentences/我看见后来。.mp3,audio/sentence_meanings/I-see-an-after-that.mp3,LMS;clip-pack,2
我看见只是。,I see a just.,只是,audio/sentences/我看见只是。.mp3,audio/sentence_meanings/I-see-a-just.mp3,LMS;clip-pack,2
我看见那是。,I see a that is.,那是,audio/sentences/我看见那是。.mp3,audio/sentence_meanings/I-see-a-that-is.mp3,LMS;clip-pack,2
我看见看错。,I see to misread.,看错,audio/sentences/我看见看错。.mp3,audio/sentence_meanings/I-see-to-misread.mp3,LMS;clip-pack,2
我看见走过。,I see to walk past.,走过,audio/sentences/我看见走过。.mp3,audio/sentence_meanings/I-see-to-walk-past.mp3,LMS;clip-pack,2
我看见觉得。,I see to feel.,觉得,audio/sentences/我看见觉得。.mp3,audio/sentence_meanings/I-see-to-feel.mp3,LMS;clip-pack,2
我看见下去。,I see to go down.,下去,audio/sentences/我看见下去。.mp3,audio/sentence_meanings/I-see-to-go-down.mp3,LMS;clip-pack,2
我看见这不。,I see an is this not.,这不,audio/sentences/我看见这不。.mp3,audio/sentence_meanings/I-see-an-is-this-not.mp3,LMS;clip-pack,2
我看见在世。,I see an alive.,在世,audio/sentences/我看见在世。.mp3,audio/sentence_meanings/I-see-an-alive.mp3,LMS;clip-pack,2
我看见大会。,I see a conference.,大会,audio/sentences/我看见大会。.mp3,audio/sentence_meanings/I-see-a-conference.mp3,LMS;clip-pack,2
我看见到现在。,I see an until now.,到现在,audio/sentences/我看见到现在。.mp3,audio/sentence_meanings/I-see-an-until-now.mp3,LMS;clip-pack,2
我看见父爱。,I see a fatherly love.,父爱,audio/sentences/我看见父爱。.mp3,audio/sentence_meanings/I-see-a-fatherly-love.mp3,LMS;clip-pack,2
我看见不只。,I see a not only.,不只,audio/sentences/我看见不只。.mp3,audio/sentence_meanings/I-see-a-not-only.mp3,LMS;clip-pack,2
我看见人中。,I see an among people.,人中,audio/sentences/我看见人中。.mp3,audio/sentence_meanings/I-see-an-among-people.mp3,LMS;clip-pack,2
我看见对不对。,I see a right?.,对不对,audio/sentences/我看见对不对。.mp3,audio/sentence_meanings/I-see-a-right.mp3,LMS;clip-pack,2
我看见去死。,I see a go die.,去死,audio/sentences/我看见去死。.mp3,audio/sentence_meanings/I-see-a-go-die.mp3,LMS;clip-pack,2
我看见那时。,I see an at that time.,那时,audio/sentences/我看见那时。.mp3,audio/sentence_meanings/I-see-an-at-that-time.mp3,LMS;clip-pack,2
我看见穿上。,I see to put on.,穿上,audio/sentences/我看见穿上。.mp3,audio/sentence_meanings/I-see-to-put-on.mp3,LMS;clip-pack,2
我看见三次。,I see a three times.,三次,audio/sentences/我看见三次。.mp3,audio/sentence_meanings/I-see-a-three-times.mp3,LMS;clip-pack,2
我看见小羊。,I see a lamb.,小羊,audio/sentences/我看见小羊。.mp3,audio/sentence_meanings/I-see-a-lamb.mp3,LMS;clip-pack,2
我看见大节。,I see a major festival.,大节,audio/sentences/我看见大节。.mp3,audio/sentence_meanings/I-see-a-major-festival.mp3,LMS;clip-pack,2
我看见院子。,I see a courtyard.,院子,audio/sentences/我看见院子。.mp3,audio/sentence_meanings/I-see-a-courtyard.mp3,LMS;clip-pack,2
我看见是不是。,I see an is it or not.,是不是,audio/sentences/我看见是不是。.mp3,audio/sentence_meanings/I-see-an-is-it-or-not.mp3,LMS;clip-pack,2
我看见病人。,I see a patient.,病人,audio/sentences/我看见病人。.mp3,audio/sentence_meanings/I-see-a-patient.mp3,LMS;clip-pack,2
我看见分。,I see to divide.,分,audio/sentences/我看见分。.mp3,audio/sentence_meanings/I-see-to-divide.mp3,LMS;clip-pack,2
我看见什么时候。,I see a when.,什么时候,audio/sentences/我看见什么时候。.mp3,audio/sentence_meanings/I-see-a-when.mp3,LMS;clip-pack,2
我看见色。,I see a color.,色,audio/sentences/我看见色。.mp3,audio/sentence_meanings/I-see-a-color.mp3,LMS;clip-pack,2
我看见差不多。,I see an approximately.,差不多,audio/sentences/我看见差不多。.mp3,audio/sentence_meanings/I-see-an-approximately.mp3,LMS;clip-pack,2
我看见山上。,I see an on the mountain.,山上,audio/sentences/我看见山上。.mp3,audio/sentence_meanings/I-see-an-on-the-mountain.mp3,LMS;clip-pack,2
我看见全世界。,I see a worldwide.,全世界,audio/sentences/我看见全世界。.mp3,audio/sentence_meanings/I-see-a-worldwide.mp3,LMS;clip-pack,2
我看见流出。,I see to flow out.,流出,audio/sentences/我看见流出。.mp3,audio/sentence_meanings/I-see-to-flow-out.mp3,LMS;clip-pack,2
我看见第二次。,I see a second time.,第二次,audio/sentences/我看见第二次。.mp3,audio/sentence_meanings/I-see-a-second-time.mp3,LMS;clip-pack,2
我看见擦。,I see to rub.,擦,audio/sentences/我看见擦。.mp3,audio/sentence_meanings/I-see-to-rub.mp3,LMS;clip-pack,2
我看见想见。,I see to want to see.,想见,audio/sentences/我看见想见。.mp3,audio/sentence_meanings/I-see-to-want-to-see.mp3,LMS;clip-pack,2
我看见驴。,I see a donkey.,驴,audio/sentences/我看见驴。.mp3,audio/sentence_meanings/I-see-a-donkey.mp3,LMS;clip-pack,2
我看见十五。,I see a fifteen.,十五,audio/sentences/我看见十五。.mp3,audio/sentence_meanings/I-see-a-fifteen.mp3,LMS;clip-pack,2
我看见十七。,I see a seventeen.,十七,audio/sentences/我看见十七。.mp3,audio/sentence_meanings/I-see-a-seventeen.mp3,LMS;clip-pack,2
我看见十九。,I see a nineteen.,十九,audio/sentences/我看见十九。.mp3,audio/sentence_meanings/I-see-a-nineteen.mp3,LMS;clip-pack,2
我看见石。,I see a stone.,石,audio/sentences/我看见石。.mp3,audio/sentence_meanings/I-see-a-stone.mp3,LMS;clip-pack,2
我看见在后。,I see a behind.,在后,audio/sentences/我看见在后。.mp3,audio/sentence_meanings/I-see-a-behind.mp3,LMS;clip-pack,2
我看见关掉。,I see a turn off.,关掉,audio/sentences/我看见关掉。.mp3,audio/sentence_meanings/I-see-a-turn-off.mp3,LMS;clip-pack,2
我看见不太好。,I see a not very good.,不太好,audio/sentences/我看见不太好。.mp3,audio/sentence_meanings/I-see-a-not-very-good.mp3,LMS;clip-pack,2
我看见买卖。,I see a buying and selling.,买卖,audio/sentences/我看见买卖。.mp3,audio/sentence_meanings/I-see-a-buying-and-selling.mp3,LMS;clip-pack,2
我看见再生。,I see a rebirth.,再生,audio/sentences/我看见再生。.mp3,audio/sentence_meanings/I-see-a-rebirth.mp3,LMS;clip-pack,2
我看见买东西。,I see to buy things.,买东西,audio/sentences/我看见买东西。.mp3,audio/sentence_meanings/I-see-to-buy-things.mp3,LMS;clip-pack,2
我看见流。,I see a flow.,流,audio/sentences/我看见流。.mp3,audio/sentence_meanings/I-see-a-flow.mp3,LMS;clip-pack,2
我看见工钱。,I see a wages.,工钱,audio/sentences/我看见工钱。.mp3,audio/sentence_meanings/I-see-a-wages.mp3,LMS;clip-pack,2
我看见人马。,I see a team.,人马,audio/sentences/我看见人马。.mp3,audio/sentence_meanings/I-see-a-team.mp3,LMS;clip-pack,2
我看见全。,I see an all.,全,audio/sentences/我看见全。.mp3,audio/sentence_meanings/I-see-an-all.mp3,LMS;clip-pack,2
我看见这位。,I see a this person.,这位,audio/sentences/我看见这位。.mp3,audio/sentence_meanings/I-see-a-this-person.mp3,LMS;clip-pack,2
我看见节。,I see a festival.,节,audio/sentences/我看见节。.mp3,audio/sentence_meanings/I-see-a-festival.mp3,LMS;clip-pack,2
我看见间。,I see a between.,间,audio/sentences/我看见间。.mp3,audio/sentence_meanings/I-see-a-between.mp3,LMS;clip-pack,2
我看见不了。,I see an unable to.,不了,audio/sentences/我看见不了。.mp3,audio/sentence_meanings/I-see-an-unable-to.mp3,LMS;clip-pack,2
我看见医。,I see medicine.,医,audio/sentences/我看见医。.mp3,audio/sentence_meanings/I-see-medicine.mp3,LMS;clip-pack,2
我看见不可以。,I see a cannot.,不可以,audio/sentences/我看见不可以。.mp3,audio/sentence_meanings/I-see-a-cannot.mp3,LMS;clip-pack,2
我看见管理。,I see to administer.,管理,audio/sentences/我看见管理。.mp3,audio/sentence_meanings/I-see-to-administer.mp3,LMS;clip-pack,2
我看见真神。,I see a true god.,真神,audio/sentences/我看见真神。.mp3,audio/sentence_meanings/I-see-a-true-god.mp3,LMS;clip-pack,2
我看见一说。,I see an once said.,一说,audio/sentences/我看见一说。.mp3,audio/sentence_meanings/I-see-an-once-said.mp3,LMS;clip-pack,2
我看见拔。,I see to pull out.,拔,audio/sentences/我看见拔。.mp3,audio/sentence_meanings/I-see-to-pull-out.mp3,LMS;clip-pack,2
我看见门外。,I see an outside the door.,门外,audio/sentences/我看见门外。.mp3,audio/sentence_meanings/I-see-an-outside-the-door.mp3,LMS;clip-pack,2
我看见要不是。,I see an if it were not for.,要不是,audio/sentences/我看见要不是。.mp3,audio/sentence_meanings/I-see-an-if-it-were-not-for.mp3,LMS;clip-pack,2
我看见离岸。,I see an offshore.,离岸,audio/sentences/我看见离岸。.mp3,audio/sentence_meanings/I-see-an-offshore.mp3,LMS;clip-pack,2
我看见万。,I see a ten thousand.,万,audio/sentences/我看见万。.mp3,audio/sentence_meanings/I-see-a-ten-thousand.mp3,LMS;clip-pack,2
我和你都去。,You and I both go.,和,audio/sentences/我和你都去。.mp3,audio/sentence_meanings/You-and-I-both-go.mp3,LMS;clip-pack,2
你去，还是我去？,"Are you going, or am I going?",还是,audio/sentences/你去，还是我去？.mp3,"audio/sentence_meanings/Are-you-going,-or-am-I-going.mp3",LMS;clip-pack,2
他一来，我就去。,"As soon as he comes, I go.",就,audio/sentences/他一来，我就去。.mp3,"audio/sentence_meanings/As-soon-as-he-comes,-I-go.mp3",LMS;clip-pack,2
他们都在这里。,They are all here.,都,audio/sentences/他们都在这里。.mp3,audio/sentence_meanings/They-are-all-here.mp3,LMS;clip-pack,2
我想去，可是不能去。,"I want to go, but I cannot go.",可是,audio/sentences/我想去，可是不能去。.mp3,"audio/sentence_meanings/I-want-to-go,-but-I-cannot-go.mp3",LMS;clip-pack,2
我没有时间。,I do not have time.,没有,audio/sentences/我没有时间。.mp3,audio/sentence_meanings/I-do-not-have-time.mp3,LMS;clip-pack,2
我不能去。,I cannot go.,不能,audio/sentences/我不能去。.mp3,audio/sentence_meanings/I-cannot-go.mp3,LMS;clip-pack,2
这个时候，我想回家。,"At this time, I want to go home.",时候,audio/sentences/这个时候，我想回家。.mp3,"audio/sentence_meanings/At-this-time,-I-want-to-go-home.mp3",LMS;clip-pack,2
他一直在这里。,He has been here all along.,一直,audio/sentences/他一直在这里。.mp3,audio/sentence_meanings/He-has-been-here-all-along.mp3,LMS;clip-pack,2
他总是来得很早。,He always comes early.,总是,audio/sentences/他总是来得很早。.mp3,audio/sentence_meanings/He-always-comes-early.mp3,LMS;clip-pack,2
他常常练习。,He often practices.,常常,audio/sentences/他常常练习。.mp3,audio/sentence_meanings/He-often-practices.mp3,LMS;clip-pack,2
他慢慢走。,He walks slowly.,慢慢,audio/sentences/他慢慢走。.mp3,audio/sentence_meanings/He-walks-slowly.mp3,LMS;clip-pack,2
他很快回来。,He comes back quickly.,快,audio/sentences/他很快回来。.mp3,audio/sentence_meanings/He-comes-back-quickly.mp3,LMS;clip-pack,2
之后，他回家。,"Afterward, he goes home.",之后,audio/sentences/之后，他回家。.mp3,"audio/sentence_meanings/Afterward,-he-goes-home.mp3",LMS;clip-pack,2
谁在这里？,Who is here?,谁,audio/sentences/谁在这里？.mp3,audio/sentence_meanings/Who-is-here.mp3,LMS;clip-pack,2
你要哪个？,Which one do you want?,哪个,audio/sentences/你要哪个？.mp3,audio/sentence_meanings/Which-one-do-you-want.mp3,LMS;clip-pack,2
你要多少？,How many do you want?,多少,audio/sentences/你要多少？.mp3,audio/sentence_meanings/How-many-do-you-want.mp3,LMS;clip-pack,2
他几乎忘记了。,He almost forgot.,几乎,audio/sentences/他几乎忘记了。.mp3,audio/sentence_meanings/He-almost-forgot.mp3,LMS;clip-pack,2
不要走。,Do not leave.,不要,audio/sentences/不要走。.mp3,audio/sentence_meanings/Do-not-leave.mp3,LMS;clip-pack,2
我不会做。,I cannot do it.,不会,audio/sentences/我不会做。.mp3,audio/sentence_meanings/I-cannot-do-it.mp3,LMS;clip-pack,2
不用担心。,No need to worry.,不用,audio/sentences/不用担心。.mp3,audio/sentence_meanings/No-need-to-worry.mp3,LMS;clip-pack,2
另外，他还要回家。,"In addition, he still needs to go home.",另外,audio/sentences/另外，他还要回家。.mp3,"audio/sentence_meanings/In-addition,-he-still-needs-to-go-home.mp3",LMS;clip-pack,2
他记得这个名字。,He remembers this name.,记得,audio/sentences/他记得这个名字。.mp3,audio/sentence_meanings/He-remembers-this-name.mp3,LMS;clip-pack,2
他收到东西。,He receives something.,收,audio/sentences/他收到东西。.mp3,audio/sentence_meanings/He-receives-something.mp3,LMS;clip-pack,2
他拿这个。,He takes this.,拿,audio/sentences/他拿这个。.mp3,audio/sentence_meanings/He-takes-this.mp3,LMS;clip-pack,2
他相信你。,He believes you.,相信,audio/sentences/他相信你。.mp3,audio/sentence_meanings/He-believes-you.mp3,LMS;clip-pack,2
他忘记这件事。,He forgets this matter.,忘记,audio/sentences/他忘记这件事。.mp3,audio/sentence_meanings/He-forgets-this-matter.mp3,LMS;clip-pack,2
他决定回家。,He decides to go home.,决定,audio/sentences/他决定回家。.mp3,audio/sentence_meanings/He-decides-to-go-home.mp3,LMS;clip-pack,2
他接受这个。,He accepts this.,接受,audio/sentences/他接受这个。.mp3,audio/sentence_meanings/He-accepts-this.mp3,LMS;clip-pack,2
这件事很麻烦。,This matter is troublesome.,麻烦,audio/sentences/这件事很麻烦。.mp3,audio/sentence_meanings/This-matter-is-troublesome.mp3,LMS;clip-pack,2
我希望你来。,I hope you come.,希望,audio/sentences/我希望你来。.mp3,audio/sentence_meanings/I-hope-you-come.mp3,LMS;clip-pack,2
这是一个问题。,This is a problem.,问题,audio/sentences/这是一个问题。.mp3,audio/sentence_meanings/This-is-a-problem.mp3,LMS;clip-pack,2
他很悲伤。,He is sad.,悲伤,audio/sentences/他很悲伤。.mp3,audio/sentence_meanings/He-is-sad.mp3,LMS;clip-pack,2
他很开心。,He is happy.,开心,audio/sentences/他很开心。.mp3,audio/sentence_meanings/He-is-happy.mp3,LMS;clip-pack,2
这是他的职业。,This is his profession.,职业,audio/sentences/这是他的职业。.mp3,audio/sentence_meanings/This-is-his-profession.mp3,LMS;clip-pack,2
我看见木头。,I see wood.,木头,audio/sentences/我看见木头。.mp3,audio/sentence_meanings/I-see-wood.mp3,LMS;clip-pack,2
这是一个游戏。,This is a game.,游戏,audio/sentences/这是一个游戏。.mp3,audio/sentence_meanings/This-is-a-game.mp3,LMS;clip-pack,2
我看见电脑。,I see a computer.,电脑,audio/sentences/我看见电脑。.mp3,audio/sentence_meanings/I-see-a-computer.mp3,LMS;clip-pack,2
他去城市。,He goes to the city.,城市,audio/sentences/他去城市。.mp3,audio/sentence_meanings/He-goes-to-the-city.mp3,LMS;clip-pack,2
他去商店。,He goes to the store.,商店,audio/sentences/他去商店。.mp3,audio/sentence_meanings/He-goes-to-the-store.mp3,LMS;clip-pack,2
他生病了。,He is sick.,生病,audio/sentences/他生病了。.mp3,audio/sentence_meanings/He-is-sick.mp3,LMS;clip-pack,2
男人在这里。,The man is here.,男人,audio/sentences/男人在这里。.mp3,audio/sentence_meanings/The-man-is-here.mp3,LMS;clip-pack,2
女人在这里。,The woman is here.,女人,audio/sentences/女人在这里。.mp3,audio/sentence_meanings/The-woman-is-here.mp3,LMS;clip-pack,2
大人在这里。,The adult is here.,大人,audio/sentences/大人在这里。.mp3,audio/sentence_meanings/The-adult-is-here.mp3,LMS;clip-pack,2
老人在这里。,The old person is here.,老人,audio/sentences/老人在这里。.mp3,audio/sentence_meanings/The-old-person-is-here.mp3,LMS;clip-pack,2
父亲在这里。,The father is here.,父亲,audio/sentences/父亲在这里。.mp3,audio/sentence_meanings/The-father-is-here.mp3,LMS;clip-pack,2
母亲在这里。,The mother is here.,母亲,audio/sentences/母亲在这里。.mp3,audio/sentence_meanings/The-mother-is-here.mp3,LMS;clip-pack,2
奶奶在这里。,The grandmother is here.,奶奶,audio/sentences/奶奶在这里。.mp3,audio/sentence_meanings/The-grandmother-is-here.mp3,LMS;clip-pack,2
爷爷在这里。,The grandfather is here.,爷爷,audio/sentences/爷爷在这里。.mp3,audio/sentence_meanings/The-grandfather-is-here.mp3,LMS;clip-pack,2
哥哥在这里。,The older brother is here.,哥哥,audio/sentences/哥哥在这里。.mp3,audio/sentence_meanings/The-older-brother-is-here.mp3,LMS;clip-pack,2
妹妹在这里。,The younger sister is here.,妹妹,audio/sentences/妹妹在这里。.mp3,audio/sentence_meanings/The-younger-sister-is-here.mp3,LMS;clip-pack,2
姐姐在这里。,The older sister is here.,姐姐,audio/sentences/姐姐在这里。.mp3,audio/sentence_meanings/The-older-sister-is-here.mp3,LMS;clip-pack,2
同学在这里。,The classmate is here.,同学,audio/sentences/同学在这里。.mp3,audio/sentence_meanings/The-classmate-is-here.mp3,LMS;clip-pack,2
医生在这里。,The doctor is here.,医生,audio/sentences/医生在这里。.mp3,audio/sentence_meanings/The-doctor-is-here.mp3,LMS;clip-pack,2
教官在这里。,The instructor is here.,教官,audio/sentences/教官在这里。.mp3,audio/sentence_meanings/The-instructor-is-here.mp3,LMS;clip-pack,2
这个很特别。,This is special.,特别,audio/sentences/这个很特别。.mp3,audio/sentence_meanings/This-is-special.mp3,LMS;clip-pack,2
这里很安静。,It is calm here.,安静,audio/sentences/这里很安静。.mp3,audio/sentence_meanings/It-is-calm-here.mp3,LMS;clip-pack,2
这个很便宜。,This is cheap.,便宜,audio/sentences/这个很便宜。.mp3,audio/sentence_meanings/This-is-cheap.mp3,LMS;clip-pack,2
这个很干。,This is do.,干,audio/sentences/这个很干。.mp3,audio/sentence_meanings/This-is-do.mp3,LMS;clip-pack,2
现在是下午。,It is afternoon now.,下午,audio/sentences/现在是下午。.mp3,audio/sentence_meanings/It-is-afternoon-now.mp3,LMS;clip-pack,2
这里很低。,It is low here.,低,audio/sentences/这里很低。.mp3,audio/sentence_meanings/It-is-low-here.mp3,LMS;clip-pack,2
这里很近。,It is close here.,近,audio/sentences/这里很近。.mp3,audio/sentence_meanings/It-is-close-here.mp3,LMS;clip-pack,2
我看见一块。,I see an one piece.,一块,audio/sentences/我看见一块。.mp3,audio/sentence_meanings/I-see-an-one-piece.mp3,LMS;clip-pack,2
我看见一眼。,I see an one glance.,一眼,audio/sentences/我看见一眼。.mp3,audio/sentence_meanings/I-see-an-one-glance.mp3,LMS;clip-pack,2
我看见一种。,I see an one kind.,一种,audio/sentences/我看见一种。.mp3,audio/sentence_meanings/I-see-an-one-kind.mp3,LMS;clip-pack,2
我看见上帝。,I see a God.,上帝,audio/sentences/我看见上帝。.mp3,audio/sentence_meanings/I-see-a-God.mp3,LMS;clip-pack,2
我看见与。,I see an and.,与,audio/sentences/我看见与。.mp3,audio/sentence_meanings/I-see-an-and.mp3,LMS;clip-pack,2
我看见久。,I see a long.,久,audio/sentences/我看见久。.mp3,audio/sentence_meanings/I-see-a-long.mp3,LMS;clip-pack,2
我看见人会。,I see a people can.,人会,audio/sentences/我看见人会。.mp3,audio/sentence_meanings/I-see-a-people-can.mp3,LMS;clip-pack,2
我看见他们。,I see a they.,他们,audio/sentences/我看见他们。.mp3,audio/sentence_meanings/I-see-a-they.mp3,LMS;clip-pack,2
价格太高了。,The price is too high.,价格,audio/sentences/价格太高了。.mp3,audio/sentence_meanings/The-price-is-too-high.mp3,LMS;clip-pack,2
他完成作品。,He completes the work.,作品,audio/sentences/他完成作品。.mp3,audio/sentence_meanings/He-completes-the-work.mp3,LMS;clip-pack,2
我看见几个。,I see a several.,几个,audio/sentences/我看见几个。.mp3,audio/sentence_meanings/I-see-a-several.mp3,LMS;clip-pack,2
我看见出。,I see to go out.,出,audio/sentences/我看见出。.mp3,audio/sentence_meanings/I-see-to-go-out.mp3,LMS;clip-pack,2
我看见别人。,I see a someone else.,别人,audio/sentences/我看见别人。.mp3,audio/sentence_meanings/I-see-a-someone-else.mp3,LMS;clip-pack,2
我看见前。,I see a front.,前,audio/sentences/我看见前。.mp3,audio/sentence_meanings/I-see-a-front.mp3,LMS;clip-pack,2
他的动作很慢。,His movement is slow.,动作,audio/sentences/他的动作很慢。.mp3,audio/sentence_meanings/His-movement-is-slow.mp3,LMS;clip-pack,2
我看见北京。,I see a Beijing.,北京,audio/sentences/我看见北京。.mp3,audio/sentence_meanings/I-see-a-Beijing.mp3,LMS;clip-pack,2
我看见吟游。,I see a bard.,吟游,audio/sentences/我看见吟游。.mp3,audio/sentence_meanings/I-see-a-bard.mp3,LMS;clip-pack,2
我看见听见。,I see a hear.,听见,audio/sentences/我看见听见。.mp3,audio/sentence_meanings/I-see-a-hear.mp3,LMS;clip-pack,2
我看见哪。,I see a which.,哪,audio/sentences/我看见哪。.mp3,audio/sentence_meanings/I-see-a-which.mp3,LMS;clip-pack,2
我看见外语。,I see a foreign language.,外语,audio/sentences/我看见外语。.mp3,audio/sentence_meanings/I-see-a-foreign-language.mp3,LMS;clip-pack,2
我看见大声。,I see a loud.,大声,audio/sentences/我看见大声。.mp3,audio/sentence_meanings/I-see-a-loud.mp3,LMS;clip-pack,2
我看见完。,I see to finish.,完,audio/sentences/我看见完。.mp3,audio/sentence_meanings/I-see-to-finish.mp3,LMS;clip-pack,2
他完成了。,He completes it.,完成,audio/sentences/他完成了。.mp3,audio/sentence_meanings/He-completes-it.mp3,LMS;clip-pack,2
客人正在等。,The customer is waiting.,客人,audio/sentences/客人正在等。.mp3,audio/sentence_meanings/The-customer-is-waiting.mp3,LMS;clip-pack,2
我看见尼哥。,I see a Nige.,尼哥,audio/sentences/我看见尼哥。.mp3,audio/sentence_meanings/I-see-a-Nige.mp3,LMS;clip-pack,2
我看见帮忙。,I see to help.,帮忙,audio/sentences/我看见帮忙。.mp3,audio/sentence_meanings/I-see-to-help.mp3,LMS;clip-pack,2
我看见常。,I see an often.,常,audio/sentences/我看见常。.mp3,audio/sentence_meanings/I-see-an-often.mp3,LMS;clip-pack,2
我看见底母。,I see a Dimu.,底母,audio/sentences/我看见底母。.mp3,audio/sentence_meanings/I-see-a-Dimu.mp3,LMS;clip-pack,2
我看见心里。,I see an in one's heart.,心里,audio/sentences/我看见心里。.mp3,audio/sentence_meanings/I-see-an-in-one's-heart.mp3,LMS;clip-pack,2
我看见怎么样。,I see an it.,怎么样,audio/sentences/我看见怎么样。.mp3,audio/sentence_meanings/I-see-an-it.mp3,LMS;clip-pack,2
我看见慢慢地。,I see a slowly.,慢慢地,audio/sentences/我看见慢慢地。.mp3,audio/sentence_meanings/I-see-a-slowly.mp3,LMS;clip-pack,2
他现在才来。,Only now does he come.,才,audio/sentences/他现在才来。.mp3,audio/sentence_meanings/Only-now-does-he-come.mp3,LMS;clip-pack,2
我看见打篮球。,I see to play basketball.,打篮球,audio/sentences/我看见打篮球。.mp3,audio/sentence_meanings/I-see-to-play-basketball.mp3,LMS;clip-pack,2
他放下这个。,He puts this down.,放,audio/sentences/他放下这个。.mp3,audio/sentence_meanings/He-puts-this-down.mp3,LMS;clip-pack,2
我看见放在。,I see to put down.,放在,audio/sentences/我看见放在。.mp3,audio/sentence_meanings/I-see-to-put-down.mp3,LMS;clip-pack,2
我看见早。,I see an early.,早,audio/sentences/我看见早。.mp3,audio/sentence_meanings/I-see-an-early.mp3,LMS;clip-pack,2
我看见有人。,I see a someone.,有人,audio/sentences/我看见有人。.mp3,audio/sentence_meanings/I-see-a-someone.mp3,LMS;clip-pack,2
杂草没有放弃。,Weed does not give up.,杂草,audio/sentences/杂草没有放弃。.mp3,audio/sentence_meanings/Weed-does-not-give-up.mp3,LMS;clip-pack,2
我看见生。,I see to be born.,生,audio/sentences/我看见生。.mp3,audio/sentence_meanings/I-see-to-be-born.mp3,LMS;clip-pack,2
我看见真对不起。,I see a really sorry.,真对不起,audio/sentences/我看见真对不起。.mp3,audio/sentence_meanings/I-see-a-really-sorry.mp3,LMS;clip-pack,2
我看见眼。,I see an eye.,眼,audio/sentences/我看见眼。.mp3,audio/sentence_meanings/I-see-an-eye.mp3,LMS;clip-pack,2
她露出笑脸。,She shows a smiling face.,笑脸,audio/sentences/她露出笑脸。.mp3,audio/sentence_meanings/She-shows-a-smiling-face.mp3,LMS;clip-pack,2
我看见第一。,I see a first.,第一,audio/sentences/我看见第一。.mp3,audio/sentence_meanings/I-see-a-first.mp3,LMS;clip-pack,2
我看见第一课。,I see a first lesson.,第一课,audio/sentences/我看见第一课。.mp3,audio/sentence_meanings/I-see-a-first-lesson.mp3,LMS;clip-pack,2
他认真练习。,He practices seriously.,认真,audio/sentences/他认真练习。.mp3,audio/sentence_meanings/He-practices-seriously.mp3,LMS;clip-pack,2
我看见诗人。,I see a poet.,诗人,audio/sentences/我看见诗人。.mp3,audio/sentence_meanings/I-see-a-poet.mp3,LMS;clip-pack,2
我看见说。,I see to say.,说,audio/sentences/我看见说。.mp3,audio/sentence_meanings/I-see-to-say.mp3,LMS;clip-pack,2
我看见请问。,I see an ask.,请问,audio/sentences/我看见请问。.mp3,audio/sentence_meanings/I-see-an-ask.mp3,LMS;clip-pack,2
我看见课。,I see a lesson.,课,audio/sentences/我看见课。.mp3,audio/sentence_meanings/I-see-a-lesson.mp3,LMS;clip-pack,2
我看见过来。,I see to come over.,过来,audio/sentences/我看见过来。.mp3,audio/sentence_meanings/I-see-to-come-over.mp3,LMS;clip-pack,2
我看见这个。,I see a this.,这个,audio/sentences/我看见这个。.mp3,audio/sentence_meanings/I-see-a-this.mp3,LMS;clip-pack,2
我看见这家。,I see a this shop.,这家,audio/sentences/我看见这家。.mp3,audio/sentence_meanings/I-see-a-this-shop.mp3,LMS;clip-pack,2
